record_type,student_id,program,cohort_year,course_id,term,section,session_date,attendance_status,assignment_id,due_date,submitted_at,score,max_score,assessment_date,assessment_type,action_date,action_type,outcome_note,staff_user
assessment,STU-1025,,,STAT-301,,,,,,,,35.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1025,,,STAT-301,,,,,,,,44.0,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1025,,,STAT-301,,,,,,,,44.0,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1026,,,STAT-301,,,,,,,,39.7,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1026,,,STAT-301,,,,,,,,43.7,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1026,,,STAT-301,,,,,,,,47.7,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1026,,,STAT-301,,,,,,,,45.4,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1027,,,STAT-301,,,,,,,,42.6,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1027,,,STAT-301,,,,,,,,43.2,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1027,,,STAT-301,,,,,,,,47.9,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1027,,,STAT-301,,,,,,,,39.2,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1028,,,STAT-301,,,,,,,,41.3,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1028,,,STAT-301,,,,,,,,43.0,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1028,,,STAT-301,,,,,,,,47.4,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1028,,,STAT-301,,,,,,,,46.1,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1029,,,STAT-301,,,,,,,,33.2,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1029,,,STAT-301,,,,,,,,34.8,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1029,,,STAT-301,,,,,,,,37.2,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1029,,,STAT-301,,,,,,,,44.7,100.0,2026-11-05,Final Exam,,,,
assessment,STU-1030,,,STAT-301,,,,,,,,41.7,100.0,2026-09-10,Quiz 1,,,,
assessment,STU-1030,,,STAT-301,,,,,,,,36.9,100.0,2026-09-30,Midterm Exam,,,,
assessment,STU-1030,,,STAT-301,,,,,,,,34.1,100.0,2026-10-15,Quiz 2,,,,
assessment,STU-1030,,,STAT-301,,,,,,,,43.7,100.0,2026-11-05,Final Exam,,,,
intervention,STU-1002,,,DATA-101,,,,,,,,,,,,2026-10-02 10:00:00,1:1 Advisor Check-in,Student is progressing well and reported no current barriers; encouraged to maintain study routine.,Dr. Maya
intervention,STU-1008,,,DATA-101,,,,,,,,,,,,2026-10-02 10:00:00,1:1 Advisor Check-in,Student is progressing well and reported no current barriers; encouraged to maintain study routine.,Dr. Maya
intervention,STU-1014,,,CS-204,,,,,,,,,,,,2026-10-02 10:00:00,1:1 Advisor Check-in,Student is progressing well and reported no current barriers; encouraged to maintain study routine.,Dr. Maya
intervention,STU-1019,,,CS-204,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1019,,,CS-204,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1020,,,CS-204,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1020,,,CS-204,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1021,,,STAT-301,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1021,,,STAT-301,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1022,,,STAT-301,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1022,,,STAT-301,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1023,,,STAT-301,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1023,,,STAT-301,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1024,,,STAT-301,,,,,,,,,,,,2026-10-05 11:30:00,Attendance Nudge Email,Attendance pattern reviewed; student acknowledged missed sessions and committed to attending upcoming classes consistently.,Dr. Maya
intervention,STU-1024,,,STAT-301,,,,,,,,,,,,2026-10-20 14:00:00,Office Hours Meeting,Discussed assessment performance and workload; student identified time management as the main barrier and agreed on a weekly study plan.,Dr. Maya
intervention,STU-1025,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1025,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
intervention,STU-1026,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1026,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
intervention,STU-1027,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1027,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
intervention,STU-1028,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1028,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
intervention,STU-1029,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1029,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
intervention,STU-1030,,,STAT-301,,,,,,,,,,,,2026-09-22 09:30:00,1:1 Advisor Check-in,Student showed reduced engagement and multiple missed sessions; discussed barriers and agreed to a short-term attendance recovery plan.,Dr. Maya
intervention,STU-1030,,,STAT-301,,,,,,,,,,,,2026-10-08 15:00:00,Tutoring Center Referral,Referred student for academic support after low assessment results and missing coursework; follow-up recommended within two weeks.,Dr. Maya
