student_id,course_id,term,section,attendance_rate,recent_attendance_rate,submission_completion_rate,late_submission_rate,assignment_average,assessment_average,missing_assignments,engagement_trend,total_sessions,present_sessions,excused_sessions,absent_sessions,total_assignments,submitted_assignments,late_assignments,calculated_at
STU-2030,CS-204,Fall 2026,Section B,92.1,80.0,100.0,0.0,76.3,73.2,0,declining,20,17,1,1,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2030,STAT-301,Spring 2026,Section B,81.6,81.6,75.0,0.0,57.0,75.5,1,stable,20,15,1,3,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2031,MATH-150,Spring 2026,Section B,100.0,100.0,100.0,25.0,82.9,83.1,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2031,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,87.8,84.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2032,MATH-150,Fall 2026,Section B,80.6,70.0,50.0,0.0,21.7,44.0,2,declining,20,14,2,3,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2032,CS-204,Spring 2026,Section A,86.8,86.8,100.0,50.0,44.4,48.4,0,stable,20,16,1,2,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2033,MATH-150,Spring 2026,Section C,86.8,86.8,25.0,100.0,18.3,76.9,3,declining,20,16,1,2,4,1,1,2026-09-01T04:26:00.647836+00:00
STU-2033,CS-204,Spring 2026,Section B,92.5,92.5,50.0,100.0,38.5,66.2,2,declining,20,18,0,1,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-2033,DATA-101,Spring 2026,Section C,89.5,89.5,75.0,0.0,48.1,66.6,1,stable,20,17,1,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2034,CS-204,Fall 2026,Section C,97.5,90.0,100.0,0.0,91.2,81.5,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2034,MATH-150,Fall 2026,Section B,92.5,100.0,100.0,0.0,76.9,84.4,0,improving,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2034,STAT-301,Spring 2026,Section A,97.5,97.5,75.0,0.0,67.7,91.5,1,stable,20,19,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2035,MATH-150,Spring 2026,Section C,60.0,60.0,100.0,25.0,59.3,77.6,0,stable,20,12,0,8,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2035,CS-204,Spring 2026,Section C,72.2,72.2,100.0,0.0,67.9,55.2,0,stable,20,11,2,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2036,CS-204,Spring 2026,Section A,60.0,60.0,100.0,50.0,66.1,54.4,0,stable,20,11,0,7,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2036,STAT-301,Spring 2026,Section C,65.8,65.8,100.0,25.0,70.1,84.4,0,stable,20,11,1,5,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2036,DATA-101,Spring 2026,Section A,57.9,57.9,100.0,0.0,59.1,54.8,0,stable,20,11,1,8,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2037,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,98.0,91.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2037,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,92.4,87.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2038,STAT-301,Spring 2026,Section A,94.7,94.7,50.0,50.0,32.0,80.3,2,declining,20,17,1,0,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2038,DATA-101,Spring 2026,Section B,95.0,95.0,75.0,33.3,49.0,64.0,1,stable,20,19,0,1,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2038,CS-204,Spring 2026,Section C,97.5,97.5,100.0,50.0,70.5,72.3,0,stable,20,19,0,0,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2039,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,0.0,86.5,90.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2039,DATA-101,Fall 2026,Section B,100.0,100.0,100.0,0.0,87.9,83.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2040,MATH-150,Spring 2026,Section A,97.5,97.5,100.0,25.0,87.8,78.0,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2040,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,82.1,85.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2041,MATH-150,Spring 2026,Section C,97.5,97.5,100.0,0.0,84.8,83.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2041,CS-204,Spring 2026,Section A,97.5,97.5,100.0,0.0,92.2,93.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2042,DATA-101,Spring 2026,Section C,63.2,63.2,75.0,33.3,41.9,29.5,1,stable,20,11,1,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2042,CS-204,Fall 2026,Section B,88.9,100.0,25.0,100.0,11.7,42.2,3,declining,20,16,2,2,4,1,1,2026-09-01T04:26:00.647836+00:00
STU-2043,MATH-150,Fall 2026,Section A,95.0,100.0,100.0,0.0,80.9,84.4,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2043,CS-204,Fall 2026,Section A,100.0,100.0,100.0,0.0,84.2,83.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2044,DATA-101,Fall 2026,Section B,86.1,80.0,50.0,100.0,40.6,69.3,2,declining,20,15,2,2,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-2044,MATH-150,Fall 2026,Section C,100.0,100.0,100.0,50.0,65.4,71.0,0,stable,20,20,0,0,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2045,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,86.0,83.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2045,DATA-101,Fall 2026,Section C,95.0,100.0,100.0,0.0,90.2,89.3,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2045,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,77.2,79.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2046,STAT-301,Spring 2026,Section B,97.2,97.2,50.0,0.0,33.9,69.8,2,declining,20,17,2,0,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2046,MATH-150,Spring 2026,Section A,95.0,95.0,50.0,50.0,27.6,60.2,2,declining,20,19,0,1,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2047,CS-204,Spring 2026,Section C,100.0,100.0,100.0,50.0,91.2,82.4,0,stable,20,20,0,0,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2047,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,82.1,76.7,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2048,DATA-101,Spring 2026,Section A,92.5,92.5,25.0,0.0,14.8,73.6,3,declining,20,18,0,1,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2048,STAT-301,Fall 2026,Section B,100.0,100.0,75.0,0.0,44.0,66.1,1,stable,20,20,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2049,DATA-101,Fall 2026,Section C,100.0,100.0,100.0,0.0,93.6,94.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2049,MATH-150,Spring 2026,Section B,100.0,100.0,100.0,0.0,96.3,97.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2050,DATA-101,Spring 2026,Section A,97.5,97.5,100.0,25.0,83.7,95.4,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2050,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,85.7,82.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2051,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,92.8,94.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2051,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,91.3,91.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2051,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,94.2,96.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2052,MATH-150,Fall 2026,Section A,63.2,70.0,75.0,33.3,39.3,26.4,1,stable,20,10,1,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2052,CS-204,Fall 2026,Section B,57.5,60.0,75.0,33.3,32.5,42.8,1,stable,20,11,0,8,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2052,DATA-101,Spring 2026,Section B,75.0,75.0,50.0,50.0,24.8,44.4,2,declining,20,13,2,4,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2053,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,91.9,96.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2053,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,91.5,97.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2054,MATH-150,Spring 2026,Section A,90.0,90.0,100.0,0.0,86.7,93.8,0,stable,20,16,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2054,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,87.6,85.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2054,STAT-301,Spring 2026,Section B,97.5,97.5,75.0,0.0,61.9,82.2,1,stable,20,19,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2055,CS-204,Fall 2026,Section C,97.5,100.0,100.0,0.0,84.7,84.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2055,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,87.3,87.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2055,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,84.6,82.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2056,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,80.1,87.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2056,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,91.1,85.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2057,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.3,93.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2057,MATH-150,Fall 2026,Section C,100.0,100.0,100.0,0.0,94.2,93.7,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2058,DATA-101,Spring 2026,Section C,65.0,65.0,75.0,66.7,34.8,51.0,1,stable,20,12,0,6,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2058,CS-204,Spring 2026,Section B,60.0,60.0,75.0,0.0,41.6,49.4,1,stable,20,12,0,8,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2058,MATH-150,Spring 2026,Section A,86.8,86.8,75.0,0.0,34.6,31.8,1,stable,20,16,1,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2059,MATH-150,Spring 2026,Section B,95.0,95.0,100.0,0.0,83.8,90.5,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2059,STAT-301,Fall 2026,Section B,97.5,90.0,100.0,0.0,83.8,80.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2060,STAT-301,Spring 2026,Section B,97.5,97.5,100.0,0.0,88.5,89.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2060,DATA-101,Spring 2026,Section B,95.0,95.0,100.0,25.0,93.5,85.1,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2061,CS-204,Fall 2026,Section A,97.5,100.0,100.0,0.0,77.6,84.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2061,DATA-101,Spring 2026,Section B,92.5,92.5,100.0,0.0,88.1,96.6,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2062,CS-204,Fall 2026,Section A,60.0,30.0,75.0,66.7,38.9,46.4,1,declining,20,11,0,7,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2062,DATA-101,Fall 2026,Section B,67.5,40.0,75.0,33.3,22.6,44.7,1,declining,20,13,0,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2063,STAT-301,Fall 2026,Section B,100.0,100.0,100.0,0.0,82.7,80.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2063,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,82.0,75.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2064,CS-204,Spring 2026,Section B,85.0,85.0,75.0,0.0,51.1,73.8,1,stable,20,17,0,3,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2064,DATA-101,Fall 2026,Section C,84.2,40.0,100.0,0.0,71.9,70.0,0,declining,20,16,1,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2065,CS-204,Fall 2026,Section C,73.5,90.0,75.0,66.7,44.2,61.6,1,stable,20,12,3,4,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2065,DATA-101,Fall 2026,Section B,65.0,100.0,100.0,0.0,59.5,61.8,0,improving,20,12,0,6,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2066,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,86.9,93.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2066,CS-204,Fall 2026,Section C,97.5,100.0,100.0,0.0,87.6,94.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2066,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,89.4,79.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2067,STAT-301,Fall 2026,Section B,65.8,60.0,100.0,0.0,61.7,64.5,0,stable,20,12,1,6,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2067,DATA-101,Spring 2026,Section C,47.5,47.5,100.0,25.0,55.9,66.6,0,stable,20,9,0,10,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2068,CS-204,Fall 2026,Section A,75.0,100.0,100.0,0.0,64.3,71.2,0,improving,20,14,0,4,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2068,STAT-301,Fall 2026,Section B,80.0,90.0,100.0,0.0,54.1,50.7,0,improving,20,15,0,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2069,STAT-301,Fall 2026,Section C,97.5,100.0,100.0,0.0,85.0,84.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2069,MATH-150,Fall 2026,Section B,92.5,90.0,100.0,0.0,81.2,83.2,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2070,CS-204,Spring 2026,Section A,95.0,95.0,100.0,25.0,68.6,87.9,0,stable,20,19,0,1,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2070,DATA-101,Fall 2026,Section A,85.0,50.0,75.0,0.0,55.4,88.4,1,declining,20,16,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2071,STAT-301,Spring 2026,Section A,100.0,100.0,75.0,33.3,67.4,93.6,1,stable,20,20,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2071,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,84.0,91.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2071,CS-204,Fall 2026,Section C,97.5,90.0,100.0,0.0,95.6,84.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2072,CS-204,Fall 2026,Section A,100.0,100.0,75.0,33.3,65.0,90.8,1,stable,20,20,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2072,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,82.6,93.7,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2073,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,25.0,89.2,89.8,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2073,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,86.4,91.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2074,MATH-150,Spring 2026,Section C,97.5,97.5,100.0,0.0,79.6,78.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2074,STAT-301,Spring 2026,Section B,97.5,97.5,100.0,25.0,86.1,82.8,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2074,CS-204,Spring 2026,Section A,95.0,95.0,100.0,0.0,82.1,74.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2075,MATH-150,Fall 2026,Section A,65.8,87.5,75.0,33.3,39.1,43.1,1,stable,20,12,1,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2075,DATA-101,Spring 2026,Section B,72.5,72.5,100.0,50.0,46.5,52.8,0,stable,20,13,0,4,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2075,STAT-301,Fall 2026,Section C,85.0,80.0,50.0,50.0,24.5,48.9,2,declining,20,17,0,3,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2076,MATH-150,Spring 2026,Section B,85.0,85.0,100.0,0.0,70.9,75.6,0,stable,20,16,0,2,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2076,CS-204,Fall 2026,Section B,97.5,90.0,75.0,33.3,48.9,62.7,1,stable,20,19,0,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2077,CS-204,Fall 2026,Section B,71.1,80.0,25.0,0.0,9.0,34.7,3,declining,20,13,1,5,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2077,DATA-101,Fall 2026,Section B,67.5,80.0,75.0,33.3,26.9,62.0,1,stable,20,13,0,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2078,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,83.8,81.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2078,STAT-301,Fall 2026,Section A,92.5,90.0,100.0,0.0,86.6,93.8,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2078,MATH-150,Fall 2026,Section B,97.5,90.0,100.0,25.0,81.6,74.8,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2079,MATH-150,Spring 2026,Section C,100.0,100.0,75.0,0.0,62.7,76.6,1,stable,20,20,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2079,CS-204,Spring 2026,Section B,100.0,100.0,100.0,0.0,83.7,80.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2080,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.6,92.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2080,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.0,91.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2081,DATA-101,Fall 2026,Section B,77.8,87.5,100.0,25.0,63.9,62.3,0,improving,20,13,2,3,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2081,CS-204,Spring 2026,Section B,63.2,63.2,75.0,33.3,45.6,53.8,1,stable,20,11,1,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2081,STAT-301,Spring 2026,Section A,82.5,82.5,100.0,50.0,68.7,53.4,0,stable,20,16,0,3,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2082,STAT-301,Fall 2026,Section B,100.0,100.0,100.0,0.0,93.9,85.1,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2082,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,81.0,87.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2082,MATH-150,Spring 2026,Section A,92.5,92.5,100.0,0.0,90.4,97.8,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2083,CS-204,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.8,95.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2083,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,95.4,95.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2084,CS-204,Spring 2026,Section A,94.7,94.7,50.0,0.0,34.8,76.1,2,declining,20,18,1,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2084,STAT-301,Spring 2026,Section B,92.1,92.1,50.0,0.0,34.4,75.0,2,declining,20,17,1,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2085,MATH-150,Spring 2026,Section B,97.5,97.5,100.0,0.0,90.4,80.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2085,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,86.8,79.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2086,DATA-101,Spring 2026,Section C,100.0,100.0,100.0,25.0,91.0,82.1,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2086,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,91.4,90.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2086,STAT-301,Fall 2026,Section A,97.5,100.0,100.0,0.0,86.0,84.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2087,STAT-301,Spring 2026,Section C,92.5,92.5,100.0,0.0,80.0,76.9,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2087,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,90.4,85.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2088,CS-204,Spring 2026,Section B,86.8,86.8,100.0,0.0,75.4,73.2,0,stable,20,16,1,2,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2088,DATA-101,Spring 2026,Section A,81.6,81.6,100.0,0.0,76.1,69.3,0,stable,20,15,1,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2089,DATA-101,Fall 2026,Section A,82.5,80.0,25.0,100.0,11.1,43.3,3,declining,20,16,0,3,4,1,1,2026-09-01T04:26:00.647836+00:00
STU-2089,CS-204,Fall 2026,Section B,60.0,40.0,75.0,66.7,20.6,41.6,1,declining,20,12,0,8,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2090,CS-204,Spring 2026,Section C,67.5,67.5,75.0,33.3,33.1,63.2,1,stable,20,13,0,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2090,MATH-150,Spring 2026,Section A,75.0,75.0,50.0,100.0,16.9,25.2,2,declining,20,15,0,5,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-2090,DATA-101,Fall 2026,Section A,76.3,60.0,50.0,50.0,20.5,62.5,2,declining,20,14,1,4,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2091,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,97.3,88.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2091,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,93.4,88.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2092,MATH-150,Fall 2026,Section C,95.0,90.0,100.0,25.0,82.0,86.7,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2092,DATA-101,Spring 2026,Section B,95.0,95.0,100.0,0.0,79.0,79.4,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2093,STAT-301,Spring 2026,Section C,87.5,87.5,75.0,33.3,61.6,84.6,1,stable,20,17,0,2,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2093,CS-204,Spring 2026,Section C,85.0,85.0,75.0,66.7,54.8,74.2,1,stable,20,17,0,3,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2093,MATH-150,Fall 2026,Section C,100.0,100.0,75.0,33.3,50.1,76.0,1,stable,20,19,1,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2094,STAT-301,Fall 2026,Section A,81.6,100.0,75.0,33.3,34.1,46.6,1,stable,20,15,1,3,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2094,MATH-150,Spring 2026,Section B,75.0,75.0,100.0,50.0,46.7,37.4,0,stable,20,15,0,5,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2094,DATA-101,Spring 2026,Section B,76.3,76.3,75.0,33.3,34.5,44.6,1,stable,20,14,1,4,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2095,STAT-301,Fall 2026,Section C,70.0,80.0,50.0,0.0,26.2,44.5,2,declining,20,14,0,6,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2095,CS-204,Spring 2026,Section B,67.5,67.5,75.0,33.3,37.2,47.2,1,stable,20,12,0,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2095,MATH-150,Fall 2026,Section A,80.0,90.0,75.0,33.3,35.4,31.4,1,stable,20,14,0,2,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2096,CS-204,Spring 2026,Section A,82.5,82.5,100.0,0.0,66.6,75.4,0,stable,20,16,0,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2096,DATA-101,Fall 2026,Section C,87.5,60.0,100.0,25.0,74.7,72.0,0,declining,20,16,0,1,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2096,STAT-301,Spring 2026,Section B,87.5,87.5,50.0,0.0,43.8,82.9,2,declining,20,17,0,2,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2097,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,67.2,75.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2097,CS-204,Fall 2026,Section A,92.1,90.0,75.0,33.3,44.4,72.3,1,stable,20,17,1,1,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2097,STAT-301,Spring 2026,Section C,90.0,90.0,75.0,0.0,50.7,61.8,1,stable,20,18,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2098,STAT-301,Spring 2026,Section B,60.0,60.0,25.0,0.0,8.6,40.2,3,declining,20,12,0,8,4,1,0,2026-09-01T04:26:00.647836+00:00
