student_id,course_id,term,section
STU-2056,STAT-301,Spring 2026,Section B
STU-2056,CS-204,Fall 2026,Section C
STU-2057,CS-204,Spring 2026,Section A
STU-2057,MATH-150,Fall 2026,Section C
STU-2058,DATA-101,Spring 2026,Section C
STU-2058,CS-204,Spring 2026,Section B
STU-2058,MATH-150,Spring 2026,Section A
STU-2059,MATH-150,Spring 2026,Section B
STU-2059,STAT-301,Fall 2026,Section B
STU-2060,STAT-301,Spring 2026,Section B
STU-2060,DATA-101,Spring 2026,Section B
STU-2061,CS-204,Fall 2026,Section A
STU-2061,DATA-101,Spring 2026,Section B
STU-2062,CS-204,Fall 2026,Section A
STU-2062,DATA-101,Fall 2026,Section B
STU-2063,STAT-301,Fall 2026,Section B
STU-2063,CS-204,Fall 2026,Section B
STU-2064,CS-204,Spring 2026,Section B
STU-2064,DATA-101,Fall 2026,Section C
STU-2065,CS-204,Fall 2026,Section C
STU-2065,DATA-101,Fall 2026,Section B
STU-2066,MATH-150,Fall 2026,Section A
STU-2066,CS-204,Fall 2026,Section C
STU-2066,DATA-101,Fall 2026,Section A
STU-2067,STAT-301,Fall 2026,Section B
STU-2067,DATA-101,Spring 2026,Section C
STU-2068,CS-204,Fall 2026,Section A
STU-2068,STAT-301,Fall 2026,Section B
STU-2069,STAT-301,Fall 2026,Section C
STU-2069,MATH-150,Fall 2026,Section B
STU-2070,CS-204,Spring 2026,Section A
STU-2070,DATA-101,Fall 2026,Section A
STU-2071,STAT-301,Spring 2026,Section A
STU-2071,MATH-150,Spring 2026,Section A
STU-2071,CS-204,Fall 2026,Section C
STU-2072,CS-204,Fall 2026,Section A
STU-2072,STAT-301,Spring 2026,Section A
STU-2073,STAT-301,Spring 2026,Section C
STU-2073,CS-204,Spring 2026,Section C
STU-2074,MATH-150,Spring 2026,Section C
STU-2074,STAT-301,Spring 2026,Section B
STU-2074,CS-204,Spring 2026,Section A
STU-2075,MATH-150,Fall 2026,Section A
STU-2075,DATA-101,Spring 2026,Section B
STU-2075,STAT-301,Fall 2026,Section C
STU-2076,MATH-150,Spring 2026,Section B
STU-2076,CS-204,Fall 2026,Section B
STU-2077,CS-204,Fall 2026,Section B
STU-2077,DATA-101,Fall 2026,Section B
STU-2078,CS-204,Spring 2026,Section A
STU-2078,STAT-301,Fall 2026,Section A
STU-2078,MATH-150,Fall 2026,Section B
STU-2079,MATH-150,Spring 2026,Section C
STU-2079,CS-204,Spring 2026,Section B
STU-2080,MATH-150,Spring 2026,Section A
STU-2080,DATA-101,Fall 2026,Section A
STU-2081,DATA-101,Fall 2026,Section B
STU-2081,CS-204,Spring 2026,Section B
STU-2081,STAT-301,Spring 2026,Section A
STU-2082,STAT-301,Fall 2026,Section B
STU-2082,CS-204,Fall 2026,Section B
STU-2082,MATH-150,Spring 2026,Section A
STU-2083,CS-204,Fall 2026,Section A
STU-2083,DATA-101,Spring 2026,Section A
STU-2084,CS-204,Spring 2026,Section A
STU-2084,STAT-301,Spring 2026,Section B
STU-2085,MATH-150,Spring 2026,Section B
STU-2085,CS-204,Spring 2026,Section A
STU-2086,DATA-101,Spring 2026,Section C
STU-2086,CS-204,Fall 2026,Section C
STU-2086,STAT-301,Fall 2026,Section A
STU-2087,STAT-301,Spring 2026,Section C
STU-2087,MATH-150,Spring 2026,Section A
STU-2088,CS-204,Spring 2026,Section B
STU-2088,DATA-101,Spring 2026,Section A
STU-2089,DATA-101,Fall 2026,Section A
STU-2089,CS-204,Fall 2026,Section B
STU-2090,CS-204,Spring 2026,Section C
STU-2090,MATH-150,Spring 2026,Section A
STU-2090,DATA-101,Fall 2026,Section A
STU-2091,DATA-101,Spring 2026,Section A
STU-2091,CS-204,Fall 2026,Section B
STU-2092,MATH-150,Fall 2026,Section C
STU-2092,DATA-101,Spring 2026,Section B
STU-2093,STAT-301,Spring 2026,Section C
STU-2093,CS-204,Spring 2026,Section C
STU-2093,MATH-150,Fall 2026,Section C
STU-2094,STAT-301,Fall 2026,Section A
STU-2094,MATH-150,Spring 2026,Section B
STU-2094,DATA-101,Spring 2026,Section B
STU-2095,STAT-301,Fall 2026,Section C
STU-2095,CS-204,Spring 2026,Section B
STU-2095,MATH-150,Fall 2026,Section A
STU-2096,CS-204,Spring 2026,Section A
STU-2096,DATA-101,Fall 2026,Section C
STU-2096,STAT-301,Spring 2026,Section B
STU-2097,MATH-150,Spring 2026,Section A
STU-2097,CS-204,Fall 2026,Section A
STU-2097,STAT-301,Spring 2026,Section C
STU-2098,STAT-301,Spring 2026,Section B
STU-2098,DATA-101,Spring 2026,Section A
STU-2099,MATH-150,Spring 2026,Section B
STU-2099,DATA-101,Fall 2026,Section B
STU-2100,MATH-150,Spring 2026,Section C
STU-2100,CS-204,Fall 2026,Section B
STU-2101,CS-204,Fall 2026,Section C
STU-2101,MATH-150,Fall 2026,Section B
STU-2102,STAT-301,Spring 2026,Section A
STU-2102,MATH-150,Fall 2026,Section A
STU-2103,DATA-101,Spring 2026,Section B
STU-2103,MATH-150,Fall 2026,Section C
STU-2104,CS-204,Spring 2026,Section A
STU-2104,DATA-101,Fall 2026,Section A
STU-2104,STAT-301,Spring 2026,Section B
STU-2105,STAT-301,Fall 2026,Section A
STU-2105,MATH-150,Spring 2026,Section B
STU-2105,DATA-101,Fall 2026,Section A
STU-2106,DATA-101,Fall 2026,Section A
STU-2106,MATH-150,Spring 2026,Section B
STU-2106,STAT-301,Fall 2026,Section B
STU-2107,STAT-301,Spring 2026,Section A
STU-2107,MATH-150,Fall 2026,Section B
STU-2107,DATA-101,Spring 2026,Section A
STU-2108,DATA-101,Spring 2026,Section A
STU-2108,CS-204,Spring 2026,Section B
STU-2108,MATH-150,Fall 2026,Section C
STU-2109,MATH-150,Spring 2026,Section B
STU-2109,CS-204,Spring 2026,Section B
STU-2110,STAT-301,Spring 2026,Section A
STU-2110,MATH-150,Fall 2026,Section B
STU-2111,CS-204,Fall 2026,Section A
STU-2111,DATA-101,Fall 2026,Section A
STU-2112,MATH-150,Fall 2026,Section C
STU-2112,DATA-101,Fall 2026,Section B
STU-2113,STAT-301,Fall 2026,Section C
STU-2113,MATH-150,Spring 2026,Section B
STU-2114,DATA-101,Spring 2026,Section C
STU-2114,STAT-301,Fall 2026,Section B
STU-2115,DATA-101,Spring 2026,Section A
STU-2115,CS-204,Spring 2026,Section A
STU-2115,MATH-150,Fall 2026,Section A
STU-2116,MATH-150,Spring 2026,Section B
STU-2116,DATA-101,Spring 2026,Section C
STU-2117,MATH-150,Spring 2026,Section C
STU-2117,DATA-101,Spring 2026,Section C
STU-2118,CS-204,Fall 2026,Section B
STU-2118,DATA-101,Spring 2026,Section A
STU-2119,STAT-301,Fall 2026,Section A
STU-2119,DATA-101,Fall 2026,Section C
STU-2120,MATH-150,Fall 2026,Section B
STU-2120,CS-204,Fall 2026,Section A
STU-2120,DATA-101,Spring 2026,Section C
STU-2121,STAT-301,Fall 2026,Section A
STU-2121,CS-204,Spring 2026,Section C
STU-2122,CS-204,Spring 2026,Section C
STU-2122,DATA-101,Spring 2026,Section C
STU-2123,CS-204,Fall 2026,Section B
STU-2123,MATH-150,Spring 2026,Section C
STU-2124,DATA-101,Spring 2026,Section A
STU-2124,CS-204,Spring 2026,Section C
STU-2125,DATA-101,Spring 2026,Section C
STU-2125,CS-204,Fall 2026,Section B
STU-2125,STAT-301,Fall 2026,Section B
STU-2126,STAT-301,Fall 2026,Section A
STU-2126,MATH-150,Spring 2026,Section B
STU-2127,DATA-101,Fall 2026,Section A
STU-2127,STAT-301,Fall 2026,Section B
STU-2128,MATH-150,Spring 2026,Section A
STU-2128,DATA-101,Fall 2026,Section B
STU-2129,MATH-150,Fall 2026,Section B
STU-2129,DATA-101,Fall 2026,Section C
STU-2129,CS-204,Spring 2026,Section A
STU-2130,MATH-150,Spring 2026,Section A
STU-2130,STAT-301,Fall 2026,Section A
STU-2131,MATH-150,Fall 2026,Section B
STU-2131,DATA-101,Fall 2026,Section A
STU-2131,CS-204,Fall 2026,Section C
STU-2132,STAT-301,Spring 2026,Section B
STU-2132,DATA-101,Fall 2026,Section B
STU-2132,CS-204,Fall 2026,Section C
STU-2133,STAT-301,Spring 2026,Section B
STU-2133,DATA-101,Fall 2026,Section A
STU-2134,DATA-101,Fall 2026,Section A
STU-2134,MATH-150,Spring 2026,Section A
STU-2135,MATH-150,Fall 2026,Section C
STU-2135,CS-204,Spring 2026,Section C
STU-2136,MATH-150,Spring 2026,Section A
STU-2136,STAT-301,Spring 2026,Section A
STU-2137,CS-204,Fall 2026,Section C
STU-2137,MATH-150,Spring 2026,Section C
STU-2138,DATA-101,Fall 2026,Section A
STU-2138,MATH-150,Spring 2026,Section A
STU-2139,CS-204,Fall 2026,Section B
STU-2139,MATH-150,Spring 2026,Section B
STU-2139,STAT-301,Fall 2026,Section C
STU-2140,CS-204,Fall 2026,Section C
STU-2140,DATA-101,Spring 2026,Section C
STU-2141,DATA-101,Spring 2026,Section C
STU-2141,STAT-301,Spring 2026,Section B
STU-2141,MATH-150,Spring 2026,Section C
STU-2142,CS-204,Fall 2026,Section B
STU-2142,DATA-101,Fall 2026,Section A
STU-2143,STAT-301,Spring 2026,Section B
STU-2143,DATA-101,Fall 2026,Section B
STU-2143,CS-204,Spring 2026,Section A
STU-2144,DATA-101,Fall 2026,Section C
STU-2144,STAT-301,Fall 2026,Section B
STU-2145,STAT-301,Fall 2026,Section C
STU-2145,DATA-101,Spring 2026,Section A
STU-2146,MATH-150,Fall 2026,Section A
STU-2146,CS-204,Fall 2026,Section B
STU-2147,CS-204,Spring 2026,Section A
STU-2147,STAT-301,Spring 2026,Section B
STU-2147,MATH-150,Spring 2026,Section A
STU-2148,STAT-301,Spring 2026,Section C
STU-2148,DATA-101,Spring 2026,Section B
STU-2148,CS-204,Fall 2026,Section A
STU-2149,STAT-301,Fall 2026,Section A
STU-2149,DATA-101,Fall 2026,Section B
STU-2150,DATA-101,Spring 2026,Section B
STU-2150,CS-204,Fall 2026,Section A
STU-2151,CS-204,Fall 2026,Section A
STU-2151,STAT-301,Spring 2026,Section B
STU-2151,DATA-101,Fall 2026,Section C
STU-2152,STAT-301,Fall 2026,Section B
STU-2152,MATH-150,Fall 2026,Section B
STU-2152,CS-204,Spring 2026,Section A
STU-2153,STAT-301,Fall 2026,Section A
STU-2153,CS-204,Fall 2026,Section C
STU-2153,DATA-101,Fall 2026,Section A
STU-2154,DATA-101,Spring 2026,Section B
STU-2154,CS-204,Fall 2026,Section B
STU-2155,CS-204,Spring 2026,Section A
STU-2155,DATA-101,Fall 2026,Section C
STU-2156,DATA-101,Spring 2026,Section A
STU-2156,STAT-301,Fall 2026,Section A
STU-2156,MATH-150,Fall 2026,Section B
STU-2157,STAT-301,Fall 2026,Section B
STU-2157,MATH-150,Fall 2026,Section A
STU-2158,CS-204,Spring 2026,Section A
STU-2158,STAT-301,Spring 2026,Section B
STU-2159,MATH-150,Spring 2026,Section C
STU-2159,STAT-301,Spring 2026,Section B
STU-2160,DATA-101,Spring 2026,Section B
STU-2160,STAT-301,Spring 2026,Section A
STU-2161,MATH-150,Fall 2026,Section C
STU-2161,STAT-301,Spring 2026,Section C
STU-2162,CS-204,Fall 2026,Section C
STU-2162,STAT-301,Fall 2026,Section A
STU-2163,DATA-101,Fall 2026,Section C
STU-2163,MATH-150,Fall 2026,Section C
STU-2163,STAT-301,Spring 2026,Section A
STU-2164,STAT-301,Fall 2026,Section C
STU-2164,DATA-101,Fall 2026,Section C
STU-2165,DATA-101,Fall 2026,Section B
STU-2165,CS-204,Fall 2026,Section B
STU-2166,CS-204,Fall 2026,Section B
STU-2166,STAT-301,Spring 2026,Section B
STU-2167,STAT-301,Fall 2026,Section C
STU-2167,CS-204,Fall 2026,Section A
STU-2168,STAT-301,Fall 2026,Section B
STU-2168,DATA-101,Spring 2026,Section B
STU-2169,DATA-101,Fall 2026,Section B
STU-2169,CS-204,Spring 2026,Section A
STU-2170,DATA-101,Spring 2026,Section C
STU-2170,STAT-301,Spring 2026,Section A
STU-2171,DATA-101,Fall 2026,Section B
STU-2171,CS-204,Spring 2026,Section A
STU-2172,DATA-101,Fall 2026,Section C
STU-2172,CS-204,Spring 2026,Section B
STU-2173,CS-204,Fall 2026,Section C
STU-2173,MATH-150,Spring 2026,Section B
STU-2174,STAT-301,Spring 2026,Section A
STU-2174,DATA-101,Spring 2026,Section A
STU-2175,CS-204,Spring 2026,Section B
STU-2175,STAT-301,Fall 2026,Section C
STU-2176,CS-204,Spring 2026,Section C
STU-2176,DATA-101,Spring 2026,Section C
STU-2176,MATH-150,Fall 2026,Section B
STU-2177,STAT-301,Fall 2026,Section A
STU-2177,MATH-150,Fall 2026,Section A
STU-2177,CS-204,Spring 2026,Section B
STU-2178,CS-204,Spring 2026,Section C
STU-2178,STAT-301,Fall 2026,Section A
STU-2179,STAT-301,Spring 2026,Section C
STU-2179,MATH-150,Spring 2026,Section A
STU-2180,CS-204,Fall 2026,Section C
STU-2180,DATA-101,Spring 2026,Section C
STU-2181,STAT-301,Spring 2026,Section C
STU-2181,MATH-150,Fall 2026,Section C
STU-2182,STAT-301,Spring 2026,Section B
STU-2182,DATA-101,Fall 2026,Section A
STU-2183,DATA-101,Spring 2026,Section B
STU-2183,CS-204,Fall 2026,Section C
STU-2184,MATH-150,Spring 2026,Section C
STU-2184,DATA-101,Fall 2026,Section C
STU-2185,DATA-101,Fall 2026,Section A
STU-2185,STAT-301,Spring 2026,Section A
STU-2186,MATH-150,Fall 2026,Section A
STU-2186,CS-204,Spring 2026,Section C
STU-2187,CS-204,Fall 2026,Section A
STU-2187,STAT-301,Spring 2026,Section A
STU-2188,STAT-301,Spring 2026,Section A
STU-2188,DATA-101,Spring 2026,Section C
STU-2189,MATH-150,Spring 2026,Section A
STU-2189,DATA-101,Fall 2026,Section A
STU-2189,STAT-301,Spring 2026,Section C
STU-2190,CS-204,Spring 2026,Section C
STU-2190,DATA-101,Fall 2026,Section C
STU-2190,MATH-150,Fall 2026,Section B
STU-2191,MATH-150,Fall 2026,Section A
STU-2191,CS-204,Fall 2026,Section C
STU-2192,DATA-101,Spring 2026,Section B
STU-2192,CS-204,Spring 2026,Section C
STU-2193,CS-204,Fall 2026,Section C
STU-2193,DATA-101,Spring 2026,Section A
STU-2193,STAT-301,Fall 2026,Section A
STU-2194,DATA-101,Fall 2026,Section A
STU-2194,STAT-301,Fall 2026,Section A
STU-2195,STAT-301,Fall 2026,Section C
STU-2195,CS-204,Spring 2026,Section A
STU-2196,CS-204,Fall 2026,Section B
STU-2196,DATA-101,Spring 2026,Section C
STU-2196,STAT-301,Spring 2026,Section A
STU-2197,DATA-101,Spring 2026,Section A
STU-2197,MATH-150,Fall 2026,Section B
STU-2197,CS-204,Fall 2026,Section C
STU-2198,MATH-150,Fall 2026,Section A
STU-2198,DATA-101,Fall 2026,Section A
STU-2199,MATH-150,Spring 2026,Section A
STU-2199,DATA-101,Fall 2026,Section B
STU-2200,STAT-301,Fall 2026,Section B
STU-2200,CS-204,Spring 2026,Section A
STU-2200,DATA-101,Spring 2026,Section B
STU-2201,STAT-301,Fall 2026,Section C
STU-2201,MATH-150,Fall 2026,Section A
STU-2202,STAT-301,Spring 2026,Section A
STU-2202,CS-204,Fall 2026,Section C
STU-2203,DATA-101,Fall 2026,Section C
STU-2203,MATH-150,Spring 2026,Section B
STU-2204,CS-204,Fall 2026,Section A
STU-2204,DATA-101,Fall 2026,Section A
STU-2204,STAT-301,Fall 2026,Section A
STU-2205,DATA-101,Spring 2026,Section B
STU-2205,CS-204,Spring 2026,Section C
STU-2205,MATH-150,Fall 2026,Section A
STU-2206,MATH-150,Fall 2026,Section A
STU-2206,CS-204,Fall 2026,Section C
STU-2207,DATA-101,Spring 2026,Section A
STU-2207,STAT-301,Spring 2026,Section C
STU-2207,MATH-150,Fall 2026,Section C
STU-2208,MATH-150,Spring 2026,Section B
STU-2208,DATA-101,Fall 2026,Section A
STU-2209,DATA-101,Fall 2026,Section C
STU-2209,STAT-301,Fall 2026,Section A
STU-2210,CS-204,Fall 2026,Section A
STU-2210,STAT-301,Fall 2026,Section B
STU-2211,MATH-150,Spring 2026,Section A
STU-2211,STAT-301,Fall 2026,Section C
STU-2212,STAT-301,Spring 2026,Section C
STU-2212,CS-204,Fall 2026,Section C
STU-2213,STAT-301,Fall 2026,Section A
STU-2213,CS-204,Fall 2026,Section C
STU-2213,MATH-150,Spring 2026,Section B
STU-2214,DATA-101,Fall 2026,Section B
STU-2214,MATH-150,Fall 2026,Section B
STU-2215,MATH-150,Spring 2026,Section B
STU-2215,DATA-101,Fall 2026,Section A
STU-2216,DATA-101,Fall 2026,Section B
STU-2216,MATH-150,Spring 2026,Section C
STU-2216,CS-204,Spring 2026,Section A
STU-2217,STAT-301,Fall 2026,Section B
STU-2217,MATH-150,Spring 2026,Section C
STU-2218,CS-204,Fall 2026,Section B
STU-2218,MATH-150,Fall 2026,Section B
STU-2219,DATA-101,Spring 2026,Section A
STU-2219,CS-204,Spring 2026,Section C
STU-2220,DATA-101,Spring 2026,Section A
STU-2220,STAT-301,Spring 2026,Section A
STU-2221,MATH-150,Spring 2026,Section C
STU-2221,STAT-301,Spring 2026,Section A
STU-2222,CS-204,Fall 2026,Section B
STU-2222,DATA-101,Fall 2026,Section A
STU-2222,STAT-301,Spring 2026,Section B
STU-2223,DATA-101,Spring 2026,Section C
STU-2223,STAT-301,Spring 2026,Section C
STU-2223,MATH-150,Fall 2026,Section C
STU-2224,MATH-150,Fall 2026,Section B
STU-2224,DATA-101,Fall 2026,Section C
STU-2225,DATA-101,Fall 2026,Section A
STU-2225,CS-204,Fall 2026,Section A
STU-2225,STAT-301,Spring 2026,Section C
STU-2226,STAT-301,Spring 2026,Section B
STU-2226,MATH-150,Spring 2026,Section A
STU-2226,DATA-101,Fall 2026,Section A
STU-2227,CS-204,Spring 2026,Section A
STU-2227,MATH-150,Fall 2026,Section B
STU-2228,DATA-101,Fall 2026,Section B
STU-2228,CS-204,Spring 2026,Section C
STU-2229,CS-204,Spring 2026,Section B
STU-2229,MATH-150,Fall 2026,Section A
STU-2230,CS-204,Spring 2026,Section B
STU-2230,STAT-301,Fall 2026,Section B
STU-2231,DATA-101,Fall 2026,Section B
STU-2231,STAT-301,Spring 2026,Section B
STU-2232,STAT-301,Fall 2026,Section A
STU-2232,CS-204,Fall 2026,Section B
STU-2233,CS-204,Spring 2026,Section C
STU-2233,MATH-150,Fall 2026,Section B
STU-2234,DATA-101,Fall 2026,Section B
STU-2234,STAT-301,Fall 2026,Section B
STU-2234,CS-204,Fall 2026,Section A
STU-2235,CS-204,Fall 2026,Section C
STU-2235,MATH-150,Spring 2026,Section C
STU-2236,DATA-101,Fall 2026,Section A
STU-2236,CS-204,Fall 2026,Section A
STU-2237,MATH-150,Spring 2026,Section C
STU-2237,STAT-301,Fall 2026,Section C
STU-2238,CS-204,Fall 2026,Section C
STU-2238,DATA-101,Fall 2026,Section B
STU-2239,CS-204,Spring 2026,Section A
STU-2239,MATH-150,Fall 2026,Section B
STU-2240,DATA-101,Spring 2026,Section B
STU-2240,MATH-150,Spring 2026,Section A
STU-2241,MATH-150,Fall 2026,Section A
STU-2241,STAT-301,Fall 2026,Section A
STU-2242,DATA-101,Fall 2026,Section B
STU-2242,STAT-301,Spring 2026,Section A
STU-2243,CS-204,Fall 2026,Section C
STU-2243,STAT-301,Spring 2026,Section B
STU-2243,DATA-101,Spring 2026,Section C
STU-2244,MATH-150,Fall 2026,Section C
STU-2244,CS-204,Spring 2026,Section A
STU-2244,STAT-301,Fall 2026,Section B
STU-2245,STAT-301,Fall 2026,Section A
STU-2245,DATA-101,Spring 2026,Section C
STU-2246,DATA-101,Spring 2026,Section A
STU-2246,STAT-301,Spring 2026,Section A
STU-2247,MATH-150,Spring 2026,Section B
STU-2247,STAT-301,Fall 2026,Section C
STU-2248,MATH-150,Fall 2026,Section C
STU-2248,DATA-101,Fall 2026,Section A
STU-2249,CS-204,Spring 2026,Section B
STU-2249,DATA-101,Spring 2026,Section B
STU-2249,STAT-301,Spring 2026,Section A
STU-2250,STAT-301,Spring 2026,Section A
STU-2250,DATA-101,Spring 2026,Section C
STU-2251,STAT-301,Fall 2026,Section B
STU-2251,MATH-150,Fall 2026,Section B
STU-2252,MATH-150,Fall 2026,Section C
STU-2252,CS-204,Fall 2026,Section A
STU-2253,CS-204,Fall 2026,Section A
STU-2253,MATH-150,Fall 2026,Section C
STU-2253,DATA-101,Fall 2026,Section B
STU-2254,MATH-150,Fall 2026,Section A
STU-2254,STAT-301,Spring 2026,Section A
STU-2255,MATH-150,Fall 2026,Section A
STU-2255,DATA-101,Fall 2026,Section A
STU-2255,CS-204,Spring 2026,Section B
STU-2256,DATA-101,Fall 2026,Section B
STU-2256,CS-204,Fall 2026,Section B
STU-2257,MATH-150,Fall 2026,Section C
STU-2257,CS-204,Spring 2026,Section B
STU-2257,DATA-101,Fall 2026,Section A
STU-2258,STAT-301,Fall 2026,Section C
STU-2258,MATH-150,Spring 2026,Section A
STU-2259,STAT-301,Spring 2026,Section C
STU-2259,DATA-101,Fall 2026,Section B
STU-2260,CS-204,Spring 2026,Section C
STU-2260,DATA-101,Fall 2026,Section A
STU-2261,STAT-301,Fall 2026,Section C
STU-2261,CS-204,Fall 2026,Section C
STU-2262,DATA-101,Spring 2026,Section C
STU-2262,CS-204,Fall 2026,Section A
STU-2263,MATH-150,Spring 2026,Section C
STU-2263,CS-204,Spring 2026,Section C
STU-2263,DATA-101,Spring 2026,Section C
STU-2264,MATH-150,Spring 2026,Section A
STU-2264,DATA-101,Spring 2026,Section C
STU-2265,CS-204,Spring 2026,Section C
STU-2265,DATA-101,Fall 2026,Section B
STU-2266,STAT-301,Fall 2026,Section A
STU-2266,MATH-150,Fall 2026,Section A
STU-2267,CS-204,Fall 2026,Section B
STU-2267,MATH-150,Spring 2026,Section C
STU-2268,DATA-101,Spring 2026,Section A
STU-2268,CS-204,Spring 2026,Section C
STU-2268,MATH-150,Fall 2026,Section B
STU-2269,DATA-101,Spring 2026,Section A
STU-2269,STAT-301,Fall 2026,Section B
STU-2270,CS-204,Spring 2026,Section C
STU-2270,STAT-301,Spring 2026,Section C
STU-2270,DATA-101,Fall 2026,Section C
STU-2271,DATA-101,Fall 2026,Section B
STU-2271,CS-204,Spring 2026,Section C
STU-2272,CS-204,Spring 2026,Section B
STU-2272,STAT-301,Fall 2026,Section C
STU-2273,MATH-150,Spring 2026,Section C
STU-2273,STAT-301,Fall 2026,Section B
STU-2274,STAT-301,Spring 2026,Section B
STU-2274,DATA-101,Spring 2026,Section C
STU-2274,CS-204,Fall 2026,Section A
STU-2275,MATH-150,Fall 2026,Section C
STU-2275,CS-204,Fall 2026,Section A
STU-2276,STAT-301,Fall 2026,Section B
STU-2276,MATH-150,Fall 2026,Section B
STU-2276,CS-204,Spring 2026,Section C
STU-2277,CS-204,Spring 2026,Section C
STU-2277,STAT-301,Spring 2026,Section C
STU-2278,DATA-101,Spring 2026,Section A
STU-2278,MATH-150,Fall 2026,Section A
STU-2279,MATH-150,Spring 2026,Section A
STU-2279,STAT-301,Fall 2026,Section A
STU-2279,CS-204,Spring 2026,Section C
STU-2280,DATA-101,Fall 2026,Section C
STU-2280,MATH-150,Spring 2026,Section A
STU-2281,DATA-101,Fall 2026,Section C
STU-2281,CS-204,Spring 2026,Section A
STU-2282,DATA-101,Spring 2026,Section A
STU-2282,STAT-301,Spring 2026,Section B
STU-2283,CS-204,Spring 2026,Section C
STU-2283,STAT-301,Spring 2026,Section C
STU-2284,DATA-101,Spring 2026,Section A
STU-2284,STAT-301,Spring 2026,Section B
STU-2285,MATH-150,Spring 2026,Section C
STU-2285,CS-204,Spring 2026,Section B
STU-2286,DATA-101,Spring 2026,Section A
STU-2286,STAT-301,Spring 2026,Section B
STU-2287,CS-204,Spring 2026,Section A
STU-2287,STAT-301,Fall 2026,Section C
STU-2287,DATA-101,Spring 2026,Section C
STU-2288,MATH-150,Fall 2026,Section C
STU-2288,CS-204,Fall 2026,Section B
STU-2288,DATA-101,Fall 2026,Section B
STU-2289,STAT-301,Fall 2026,Section A
STU-2289,DATA-101,Spring 2026,Section A
STU-2289,MATH-150,Fall 2026,Section A
STU-2290,STAT-301,Fall 2026,Section A
STU-2290,MATH-150,Spring 2026,Section B
STU-2291,MATH-150,Fall 2026,Section B
STU-2291,STAT-301,Fall 2026,Section A
STU-2292,DATA-101,Fall 2026,Section A
STU-2292,MATH-150,Spring 2026,Section A
STU-2293,MATH-150,Spring 2026,Section A
STU-2293,DATA-101,Spring 2026,Section B
STU-2294,STAT-301,Fall 2026,Section A
STU-2294,CS-204,Spring 2026,Section A
STU-2294,DATA-101,Spring 2026,Section B
STU-2295,DATA-101,Fall 2026,Section C
STU-2295,STAT-301,Spring 2026,Section A
STU-2296,MATH-150,Fall 2026,Section A
STU-2296,CS-204,Spring 2026,Section B
STU-2297,DATA-101,Spring 2026,Section A
STU-2297,MATH-150,Spring 2026,Section A
STU-2298,MATH-150,Fall 2026,Section A
STU-2298,STAT-301,Spring 2026,Section C
STU-2299,CS-204,Fall 2026,Section A
STU-2299,DATA-101,Fall 2026,Section C
STU-2300,MATH-150,Fall 2026,Section A
STU-2300,STAT-301,Fall 2026,Section B
STU-2301,MATH-150,Spring 2026,Section C
STU-2301,DATA-101,Spring 2026,Section A
STU-2301,CS-204,Spring 2026,Section A
STU-2302,CS-204,Spring 2026,Section B
STU-2302,DATA-101,Fall 2026,Section B
STU-2302,STAT-301,Fall 2026,Section C
STU-2303,DATA-101,Spring 2026,Section B
STU-2303,CS-204,Fall 2026,Section B
STU-2304,DATA-101,Spring 2026,Section A
STU-2304,CS-204,Spring 2026,Section C
STU-2305,DATA-101,Fall 2026,Section B
STU-2305,CS-204,Fall 2026,Section A
STU-2306,CS-204,Spring 2026,Section B
STU-2306,DATA-101,Fall 2026,Section A
STU-2306,STAT-301,Spring 2026,Section C
STU-2307,STAT-301,Spring 2026,Section A
STU-2307,DATA-101,Spring 2026,Section B
STU-2307,CS-204,Fall 2026,Section C
STU-2308,CS-204,Fall 2026,Section B
STU-2308,DATA-101,Spring 2026,Section B
STU-2309,DATA-101,Fall 2026,Section B
STU-2309,STAT-301,Spring 2026,Section C
STU-2309,CS-204,Fall 2026,Section A
STU-2310,DATA-101,Fall 2026,Section C
STU-2310,CS-204,Fall 2026,Section C
STU-2311,MATH-150,Spring 2026,Section C
STU-2311,STAT-301,Fall 2026,Section B
STU-2311,CS-204,Spring 2026,Section C
STU-2312,DATA-101,Spring 2026,Section B
STU-2312,STAT-301,Spring 2026,Section C
STU-2312,MATH-150,Spring 2026,Section A
STU-2313,MATH-150,Fall 2026,Section A
STU-2313,DATA-101,Spring 2026,Section B
STU-2313,CS-204,Spring 2026,Section B
STU-2314,CS-204,Spring 2026,Section B
STU-2314,DATA-101,Spring 2026,Section A
STU-2315,DATA-101,Spring 2026,Section C
STU-2315,STAT-301,Spring 2026,Section B
STU-2315,CS-204,Fall 2026,Section C
STU-2316,MATH-150,Fall 2026,Section A
STU-2316,STAT-301,Spring 2026,Section C
STU-2316,CS-204,Fall 2026,Section B
STU-2317,DATA-101,Fall 2026,Section B
STU-2317,STAT-301,Fall 2026,Section C
STU-2317,CS-204,Fall 2026,Section B
STU-2318,STAT-301,Spring 2026,Section B
STU-2318,DATA-101,Spring 2026,Section C
STU-2319,STAT-301,Fall 2026,Section A
STU-2319,MATH-150,Fall 2026,Section A
STU-2319,CS-204,Spring 2026,Section C
STU-2320,STAT-301,Spring 2026,Section B
STU-2320,CS-204,Fall 2026,Section C
STU-2321,MATH-150,Spring 2026,Section A
STU-2321,STAT-301,Fall 2026,Section B
STU-2322,STAT-301,Fall 2026,Section C
